,true positive,false positive,false negative,true negative,accuracy,gwets ac1 score,sensitivity,specificity,precision,f1 score,balanced accuracy,subject,method
0,0.7197696737044146,0.09468969929622521,0.03390914907229686,0.15163147792706333,0.8714011516314779,0.8055629050540721,0.9550084889643463,0.6155844155844156,0.8837391987431266,0.9179926560587516,0.7852964522743809,1,rinter
0,0.7298969072164948,0.11804123711340206,0.028350515463917526,0.12371134020618557,0.8536082474226804,0.7858926012168088,0.9626104690686608,0.511727078891258,0.860790273556231,0.9088575096277277,0.7371687739799594,2,rinter
0,0.7715213860314023,0.05414185165132648,0.023280996210070383,0.15105576610720087,0.9225771521386031,0.8881962442258545,0.9707084468664849,0.7361477572559366,0.9344262295081968,0.9522218509856331,0.8534281020612108,3,rinter
0,0.7512983266012695,0.05943450663589152,0.01788805539526832,0.1713791113675707,0.9226774379688402,0.8842741933474431,0.9767441860465117,0.7424999999999999,0.9266903914590747,0.9510591672753835,0.8596220930232559,4,rinter
0,0.7685185185185185,0.06666666666666667,0.028395061728395062,0.13641975308641976,0.9049382716049382,0.864153754339805,0.9643687064291248,0.6717325227963525,0.9201773835920177,0.9417549167927384,0.8180506146127386,5,rinter
0,0.6338823529411765,0.1068235294117647,0.04094117647058824,0.21835294117647058,0.852235294117647,0.747984727628994,0.9393305439330544,0.6714905933429812,0.8557814485387548,0.8956117021276596,0.8054105686380177,6,rinter
0,0.7692702980472764,0.11151079136690648,0.026207605344295993,0.09301130524152107,0.8622816032887974,0.8109985337317793,0.9670542635658914,0.4547738693467337,0.8733955659276547,0.917841814837523,0.7109140664563125,7,rinter
0,0.7311385459533608,0.10653863740283494,0.02423411065386374,0.13808870598994055,0.8692272519433013,0.8065074155730901,0.9679176755447942,0.5644859813084112,0.8728165938864628,0.9179104477611939,0.7662018284266028,8,rinter
0,0.5490458654168061,0.04720455306327419,0.011382658185470372,0.3923669233344493,0.9414127887512553,0.8856330896853395,0.979689366786141,0.8926123381568926,0.9208309938236945,0.9493487698986975,0.9361508524715167,9,rinter
0,0.6900269541778976,0.15417789757412398,0.02587601078167116,0.1299191374663073,0.819946091644205,0.7258870941695982,0.9638554216867471,0.45730550284629984,0.8173690932311622,0.8845888044229441,0.7105804622665235,10,rinter
0,0.4389776357827476,0.19361022364217254,0.10095846645367412,0.26645367412140575,0.7054313099041534,0.42789116320563025,0.8130177514792899,0.5791666666666667,0.693939393939394,0.7487738419618528,0.6960922090729783,1,linter
0,0.5484037075180227,0.10556127703398559,0.1611740473738414,0.18486096807415037,0.733264675592173,0.5288041594454073,0.7728592162554427,0.6365248226950354,0.8385826771653544,0.8043806646525682,0.7046920194752391,2,linter
0,0.5420875420875421,0.2143658810325477,0.04882154882154882,0.1947250280583614,0.7368125701459034,0.5302995348000734,0.9173789173789174,0.4759945130315501,0.7166172106824925,0.8046647230320699,0.6966867152052337,3,linter
0,0.5600920069005175,0.18746405980448533,0.07648073605520414,0.17596319723979298,0.7360552041403106,0.539987522854356,0.879855465221319,0.48417721518987344,0.7492307692307693,0.8093061902783549,0.6820163402055962,4,linter
0,0.5283251231527094,0.17549261083743842,0.07142857142857142,0.22475369458128078,0.7530788177339902,0.5478278379058648,0.8809034907597536,0.5615384615384615,0.7506561679790027,0.8105810108644309,0.7212209761491075,5,linter
0,0.5056444026340545,0.10724365004703669,0.1462841015992474,0.24082784571966134,0.7464722483537158,0.5261729495156449,0.7756132756132755,0.6918918918918918,0.8250191864927091,0.7995537374488657,0.7337525837525837,6,linter
0,0.4427966101694915,0.18697033898305085,0.15889830508474576,0.21133474576271186,0.6541313559322034,0.34343776735694964,0.7359154929577465,0.5305851063829787,0.7031118587047939,0.7191397849462365,0.6332502996703626,7,linter
0,0.6261384335154827,0.1407103825136612,0.08424408014571949,0.1489071038251366,0.7750455373406193,0.6335499736518532,0.8814102564102564,0.5141509433962265,0.8165083135391924,0.8477188655980271,0.6977805999032414,8,linter
0,0.3501841312353532,0.044861064613324404,0.08235687981252092,0.5225979243388015,0.8727820555741547,0.7529092580551133,0.8095975232198143,0.9209439528023599,0.8864406779661017,0.8462783171521036,0.8652707380110871,9,linter
0,0.47906197654941374,0.21887213847012843,0.1328866554997208,0.16917922948073702,0.6482412060301508,0.35812038890623965,0.7828467153284672,0.4359712230215827,0.6864,0.7314578005115089,0.609408969175025,10,linter
0,0.2631016042780749,0.253475935828877,0.11764705882352941,0.3657754010695187,0.6288770053475936,0.26549707337558487,0.6910112359550562,0.5906735751295337,0.5093167701863354,0.5864123957091775,0.640842405542295,1,uinter
0,0.3207190160832545,0.31125827814569534,0.11258278145695365,0.2554399243140965,0.576158940397351,0.15591483141861487,0.740174672489083,0.4507512520868114,0.5074850299401197,0.6021314387211367,0.5954629622879472,2,uinter
0,0.5901960784313726,0.13529411764705881,0.09477124183006536,0.17973856209150327,0.7699346405228759,0.6062127369589411,0.8616412213740459,0.5705394190871369,0.8135135135135135,0.8368860055607045,0.7160903202305914,3,uinter
0,0.5038932146829811,0.07341490545050056,0.12458286985539488,0.29810901001112344,0.8020022246941045,0.6200924472891387,0.8017699115044248,0.8023952095808383,0.8728323699421965,0.8357933579335793,0.8020825605426316,4,uinter
0,0.04692737430167598,0.16424581005586592,0.034636871508379886,0.7541899441340782,0.8011173184357542,0.7348620387213598,0.5753424657534246,0.8211678832116789,0.2222222222222222,0.32061068702290074,0.6982551744825518,5,uinter
0,0.6094961240310077,0.1501937984496124,0.04263565891472868,0.19767441860465115,0.8071705426356589,0.6702634530272974,0.9346210995542348,0.5682451253481895,0.8022959183673469,0.8634179821551133,0.7514331124512121,1,ainter
0,0.5658865020840013,0.0221224751522924,0.26450785508175695,0.14748316768194936,0.7133696697659506,0.5121440592428467,0.6814671814671815,0.8695652173913043,0.9623773173391494,0.7979204339963835,0.775516199429243,2,ainter
0,0.6196127420362274,0.19612742036227357,0.051842598376014994,0.13241723922548407,0.7520299812617115,0.5991948545860594,0.9227906976744186,0.40304182509505704,0.7595712098009189,0.8332633347333054,0.6629162613847378,3,ainter
0,0.3734806629834254,0.37458563535911604,0.0022099447513812156,0.24972375690607734,0.6232044198895028,0.25777656454244935,0.9941176470588236,0.39999999999999997,0.49926144756277696,0.6647000983284169,0.6970588235294117,4,ainter
0,0.5814190913731496,0.2884124553343543,0.039305768249106685,0.09086268504338949,0.6722817764165391,0.4716972730835618,0.9366776315789473,0.23956931359353967,0.6684272300469484,0.7801369863013699,0.5881234725862435,5,ainter
0,0.7242482405630198,0.09468969929622521,0.02943058221369162,0.15163147792706333,0.8758797184900832,0.8130563743336147,0.9609507640067911,0.6155844155844156,0.884375,0.9210740439381612,0.7882675897956033,1,rginter
0,0.734020618556701,0.1154639175257732,0.02422680412371134,0.12628865979381443,0.8603092783505154,0.7959733710594121,0.9680489462950373,0.5223880597014925,0.8640776699029126,0.9131131773004167,0.745218502998265,2,rginter
0,0.7785598267460747,0.05360043313481321,0.016242555495397944,0.15159718462371413,0.9301570113697888,0.8997288302075614,0.9795640326975477,0.7387862796833773,0.9355888093689004,0.957071547420965,0.8591751561904625,3,rginter
0,0.757068667051356,0.06289671090594345,0.012117714945181766,0.16791690709751875,0.9249855741488747,0.8886282574467399,0.9842460615153789,0.7275,0.9232934553131597,0.95279593318809,0.8558730307576894,4,rginter
0,0.7759259259259259,0.06419753086419754,0.020987654320987655,0.1388888888888889,0.9148148148148147,0.8788103508840404,0.9736638264910921,0.6838905775075987,0.9235855988243938,0.9479638009049773,0.8287772019993453,5,rginter
0,0.6404705882352941,0.112,0.034352941176470586,0.2131764705882353,0.8536470588235294,0.7524853986515955,0.9490934449093444,0.6555716353111433,0.8511569731081926,0.8974612594790635,0.8023325401102439,6,rginter
0,0.7769784172661871,0.10688591983556012,0.018499486125385406,0.09763617677286741,0.8746145940390545,0.8284161457015864,0.9767441860465116,0.47738693467336685,0.8790697674418605,0.9253365973072215,0.7270655603599392,7,rginter
0,0.741655235482396,0.10379515317786922,0.013717421124828532,0.14083219021490626,0.8824874256973022,0.8273128849623592,0.9818401937046005,0.5757009345794393,0.8772309356408869,0.9265924021708084,0.77877056414202,8,rginter
0,0.552058921995313,0.04954804151322397,0.008369601606963508,0.3900234348844995,0.9420823568798125,0.887128218709813,0.9850657108721624,0.8872810357958874,0.917640511964385,0.9501584557764333,0.936173373334025,9,rginter
0,0.6964959568733153,0.13800539083557953,0.01940700808625337,0.14609164420485174,0.8425876010781671,0.7583744362062743,0.9728915662650602,0.5142314990512333,0.834625322997416,0.8984700973574409,0.7435615326581468,10,rginter
0,0.4562300319488818,0.16932907348242812,0.08370607028753993,0.29073482428115016,0.746964856230032,0.5074207985833202,0.8449704142011834,0.6319444444444444,0.7293156281920327,0.7828947368421052,0.7384574293228139,1,lginter
0,0.615859938208033,0.11071060762100927,0.0937178166838311,0.17971163748712668,0.7955715756951597,0.6564878642782783,0.8679245283018868,0.6187943262411347,0.8476257973068746,0.8576550735030477,0.7433594272715107,2,lginter
0,0.5611672278338945,0.21268237934904602,0.02974186307519641,0.19640852974186307,0.7575757575757576,0.5720851222782283,0.949667616334283,0.48010973936899864,0.7251631617113851,0.8223684210526315,0.7148886778516408,3,lginter
0,0.5899942495687176,0.18746405980448533,0.046578493387004025,0.17596319723979298,0.7659574468085106,0.6004128133608806,0.9268292682926829,0.48417721518987344,0.7588757396449705,0.8344855632370882,0.7055032417412781,4,lginter
0,0.5757389162561576,0.1834975369458128,0.02401477832512315,0.21674876847290642,0.7924876847290641,0.6323551984791411,0.9599589322381931,0.5415384615384616,0.7583130575831305,0.8473040326234706,0.7507486968883273,5,lginter
0,0.5371589840075258,0.11712135465663218,0.1147695202257761,0.23095014111006584,0.7681091251175917,0.5759763431146493,0.8239538239538239,0.6635135135135134,0.8209920920201293,0.8224702916816707,0.7437336687336686,6,lginter
0,0.493114406779661,0.1885593220338983,0.10858050847457627,0.2097457627118644,0.7028601694915254,0.44989273571071126,0.8195422535211269,0.526595744680851,0.7233877233877234,0.768468840280644,0.6730689991009889,7,lginter
0,0.6366120218579235,0.10655737704918032,0.07377049180327869,0.1830601092896175,0.819672131147541,0.7008767150428452,0.8961538461538462,0.6320754716981133,0.8566176470588235,0.8759398496240601,0.7641146589259797,8,lginter
0,0.3575493806494811,0.04352192835621024,0.07499163039839303,0.5239370605959156,0.8814864412453967,0.7693581692928197,0.826625386996904,0.9233038348082595,0.8914858096828048,0.8578313253012049,0.8749646109025817,9,lginter
0,0.5153545505304299,0.2037967615857063,0.09659408151870463,0.18425460636515914,0.699609156895589,0.4585733831929041,0.8421532846715328,0.4748201438848921,0.7166149068322982,0.7743288590604027,0.6584867142782125,10,lginter
0,0.25133689839572193,0.1443850267379679,0.12834224598930483,0.47593582887700536,0.7272727272727273,0.4807393896496339,0.6619718309859155,0.7672413793103448,0.6351351351351351,0.6482758620689655,0.7146066051481301,1,uginter
0,0.30393700787401573,0.12440944881889764,0.12913385826771653,0.44251968503937006,0.7464566929133858,0.5024685560224735,0.7018181818181818,0.7805555555555556,0.7095588235294117,0.7056672760511883,0.7411868686868687,2,uginter
0,0.6601307189542484,0.12091503267973856,0.026143790849673203,0.19281045751633988,0.8529411764705882,0.7586010430819126,0.9619047619047619,0.6145833333333334,0.8451882845188284,0.8997772828507794,0.7882440476190476,3,uginter
0,0.6166666666666667,0.06111111111111111,0.011111111111111112,0.3111111111111111,0.9277777777777778,0.8678899082568807,0.9823008849557523,0.835820895522388,0.9098360655737705,0.9446808510638297,0.9090608902390702,4,uginter
0,0.027932960893854747,0.00558659217877095,0.055865921787709494,0.9106145251396648,0.9385474860335196,0.9309183404964477,0.3333333333333333,0.9939024390243902,0.8333333333333333,0.47619047619047616,0.6636178861788617,5,uginter
0,0.6114341085271318,0.1375968992248062,0.040697674418604654,0.21027131782945738,0.8217054263565892,0.6928422380744407,0.937592867756315,0.6044568245125348,0.8163001293661061,0.8727524204702628,0.7710248461344249,1,aginter
0,0.5876883616543764,0.023084321898044245,0.24270599551138186,0.1465213209361975,0.734209682590574,0.5550242622813146,0.7077220077220078,0.8638941398865785,0.9622047244094488,0.8155728587319244,0.7858080738042932,2,aginter
0,0.6246096189881324,0.1773891317926296,0.046845721424109935,0.15115552779512806,0.7757651467832605,0.6336507036059107,0.9302325581395349,0.4600760456273764,0.778816199376947,0.847816871555744,0.6951543018834556,3,aginter
0,0.3723756906077348,0.3580110497237569,0.0033149171270718232,0.2662983425414365,0.6386740331491713,0.28538915605481974,0.9911764705882353,0.42654867256637163,0.5098335854765507,0.6733266733266733,0.7088625715773035,4,aginter
0,0.5793772332822869,0.18989280245022971,0.04134762633996937,0.18938233792751405,0.7687595712098009,0.5985743807868,0.9333881578947368,0.4993270524899058,0.7531519575315195,0.8336393683437385,0.7163576051923213,5,aginter
0,0.7284345047923323,0.07987220447284345,0.025559105431309903,0.16613418530351437,0.8945686900958467,0.8397921594478267,0.9661016949152542,0.6753246753246753,0.9011857707509882,0.9325153374233128,0.8207131851199647,1,rintra
0,0.75,0.06958762886597938,0.007731958762886598,0.17268041237113402,0.9226804123711341,0.8840175368672779,0.9897959183673469,0.7127659574468085,0.9150943396226415,0.9509803921568627,0.8512809379070777,2,rintra
0,0.7783783783783784,0.05405405405405406,0.016216216216216217,0.15135135135135136,0.9297297297297298,0.8991212432625155,0.9795918367346939,0.7368421052631579,0.935064935064935,0.9568106312292358,0.8582169709989258,3,rintra
0,0.7636887608069164,0.05475504322766571,0.005763688760806916,0.17579250720461095,0.9394812680115273,0.9100509180681993,0.9925093632958801,0.7625000000000001,0.9330985915492959,0.9618874773139746,0.8775046816479402,4,rintra
0,0.7870370370370371,0.05246913580246913,0.009259259259259259,0.15123456790123457,0.9382716049382717,0.9120831411282665,0.9883720930232558,0.7424242424242424,0.9375,0.9622641509433962,0.8653981677237491,5,rintra
0,0.6517647058823529,0.09176470588235294,0.023529411764705882,0.23294117647058823,0.8847058823529411,0.8038236721005703,0.9651567944250871,0.717391304347826,0.8765822784810127,0.9187396351575455,0.8412740493864566,6,rintra
0,0.7923076923076923,0.0641025641025641,0.002564102564102564,0.14102564102564102,0.9333333333333333,0.9063781068803782,0.9967741935483871,0.6875,0.9251497005988024,0.9596273291925466,0.8421370967741936,7,rintra
0,0.7351598173515982,0.0639269406392694,0.02054794520547945,0.18036529680365296,0.9155251141552512,0.8708134543410937,0.972809667673716,0.7383177570093458,0.92,0.9456681350954479,0.855563712341531,8,rintra
0,0.5501672240802675,0.028428093645484948,0.010033444816053512,0.411371237458194,0.9615384615384615,0.9245307865994681,0.982089552238806,0.935361216730038,0.9508670520231214,0.9662261380323054,0.958725384484422,9,rintra
0,0.7008086253369272,0.07547169811320754,0.016172506738544475,0.20754716981132076,0.9083557951482479,0.8525799100099339,0.9774436090225564,0.7333333333333334,0.9027777777777778,0.9386281588447654,0.8553884711779449,10,rintra
0,0.4792332268370607,0.08306709265175719,0.06070287539936102,0.3769968051118211,0.8562300319488818,0.7154344246562889,0.8875739644970414,0.8194444444444445,0.8522727272727273,0.8695652173913043,0.853509204470743,1,lintra
0,0.6889460154241646,0.05912596401028278,0.02056555269922879,0.23136246786632392,0.9203084832904884,0.8682112510587142,0.9710144927536232,0.7964601769911506,0.9209621993127147,0.9453262786596119,0.8837373348723869,2,lintra
0,0.5742296918767507,0.09523809523809523,0.01680672268907563,0.3137254901960784,0.8879551820728291,0.7901512145659745,0.971563981042654,0.7671232876712328,0.8577405857740585,0.9111111111111111,0.8693436343569434,3,lintra
0,0.5775862068965517,0.07471264367816093,0.0603448275862069,0.28735632183908044,0.8649425287356322,0.7508701115722934,0.9054054054054055,0.7936507936507936,0.8854625550660793,0.8953229398663698,0.8495280995280996,4,lintra
0,0.5815384615384616,0.06153846153846154,0.018461538461538463,0.3384615384615385,0.92,0.8489263940786299,0.9692307692307693,0.8461538461538461,0.9043062200956937,0.9356435643564356,0.9076923076923078,5,lintra
0,0.6150234741784038,0.07981220657276995,0.03755868544600939,0.2676056338028169,0.8826291079812206,0.7905398760940111,0.9424460431654677,0.7702702702702703,0.8851351351351351,0.9128919860627178,0.856358156717869,6,lintra
0,0.5634920634920635,0.09259259259259259,0.037037037037037035,0.30687830687830686,0.8703703703703703,0.7567583539624275,0.9383259911894274,0.7682119205298014,0.8588709677419355,0.896842105263158,0.8532689558596144,7,lintra
0,0.6704545454545454,0.09545454545454546,0.04090909090909091,0.19318181818181818,0.8636363636363635,0.7778712663020612,0.9424920127795527,0.6692913385826772,0.8753709198813057,0.9076923076923077,0.805891675681115,8,lintra
0,0.4096989966555184,0.051839464882943144,0.023411371237458192,0.5150501672240803,0.9247491638795986,0.8511503901010308,0.9459459459459459,0.9085545722713865,0.8876811594202898,0.9158878504672897,0.9272502591086662,9,lintra
0,0.5292479108635098,0.08635097493036212,0.08356545961002786,0.3008356545961003,0.83008356545961,0.6770178090778364,0.8636363636363636,0.776978417266187,0.8597285067873303,0.8616780045351473,0.8203073904512753,10,lintra
0,0.29411764705882354,0.0962566844919786,0.0855614973262032,0.5240641711229946,0.8181818181818181,0.6546254549405182,0.7746478873239436,0.8448275862068965,0.7534246575342466,0.7638888888888888,0.80973773676542,1,uintra
0,0.28346456692913385,0.13228346456692913,0.14960629921259844,0.4346456692913386,0.7181102362204724,0.44881813398764914,0.6545454545454545,0.7666666666666667,0.6818181818181818,0.6679035250463821,0.7106060606060607,2,uintra
0,0.6568627450980392,0.10784313725490197,0.029411764705882353,0.20588235294117646,0.8627450980392157,0.7718849840255592,0.9571428571428572,0.65625,0.858974358974359,0.9054054054054054,0.8066964285714286,3,uintra
0,0.6,0.03333333333333333,0.027777777777777776,0.3388888888888889,0.9388888888888889,0.8855788956629779,0.9557522123893805,0.9104477611940299,0.9473684210526316,0.9515418502202644,0.9330999867917051,4,uintra
0,0.0335195530726257,0.0223463687150838,0.05027932960893855,0.8938547486033519,0.9273743016759776,0.9165306598274655,0.4,0.975609756097561,0.6,0.48,0.6878048780487804,5,uintra
0,0.6280193236714976,0.05314009661835749,0.024154589371980676,0.2946859903381642,0.9227053140096618,0.8608695652173913,0.962962962962963,0.8472222222222222,0.9219858156028369,0.9420289855072465,0.9050925925925926,1,aintra
0,0.8205128205128205,0.030448717948717948,0.009615384615384616,0.13942307692307693,0.9599358974358974,0.9452632539241158,0.9884169884169884,0.8207547169811321,0.9642184557438794,0.9761677788369876,0.9045858526990602,2,aintra
0,0.6573208722741433,0.04672897196261682,0.01557632398753894,0.2803738317757009,0.9376947040498442,0.8908924049557281,0.9768518518518519,0.8571428571428571,0.9336283185840708,0.9547511312217195,0.9169973544973544,3,aintra
0,0.35911602209944754,0.10497237569060773,0.016574585635359115,0.5193370165745856,0.8784530386740332,0.7629902981965361,0.9558823529411764,0.8318584070796461,0.7738095238095238,0.8552631578947367,0.8938703800104113,4,aintra
0,0.5994897959183674,0.05102040816326531,0.02040816326530612,0.32908163265306123,0.9285714285714286,0.8668768950879322,0.9670781893004115,0.8657718120805369,0.9215686274509804,0.9437751004016064,0.9164250006904742,5,aintra
0,0.7476038338658147,0.10223642172523961,0.006389776357827476,0.14376996805111822,0.8913738019169329,0.8407958710449547,0.9915254237288136,0.5844155844155844,0.8796992481203008,0.9322709163346614,0.7879705040721989,1,rgintra
0,0.7448453608247423,0.06701030927835051,0.01288659793814433,0.17525773195876287,0.9201030927835052,0.879348998169371,0.9829931972789117,0.723404255319149,0.9174603174603175,0.9490968801313631,0.8531987262990304,2,rgintra
0,0.7891891891891892,0.05675675675675676,0.005405405405405406,0.14864864864864866,0.9378378378378379,0.9118449880612634,0.9931972789115645,0.7236842105263158,0.9329073482428115,0.9621087314662273,0.8584407447189402,3,rgintra
0,0.7636887608069164,0.07492795389048991,0.005763688760806916,0.15561959654178675,0.9193083573487031,0.8821803189231794,0.9925093632958801,0.675,0.9106529209621993,0.949820788530466,0.8337546816479401,4,rgintra
0,0.7839506172839507,0.06172839506172839,0.012345679012345678,0.1419753086419753,0.9259259259259259,0.8950890447922287,0.9844961240310078,0.696969696969697,0.9270072992700731,0.9548872180451128,0.8407329105003525,5,rgintra
0,0.6517647058823529,0.06588235294117648,0.023529411764705882,0.25882352941176473,0.9105882352941177,0.8450943341933876,0.9651567944250871,0.7971014492753624,0.9081967213114753,0.9358108108108107,0.8811291218502247,6,rgintra
0,0.7717948717948718,0.04871794871794872,0.023076923076923078,0.1564102564102564,0.9282051282051282,0.8958512160228899,0.9709677419354839,0.7625000000000001,0.9406249999999999,0.9555555555555555,0.8667338709677419,7,rgintra
0,0.7420091324200914,0.0547945205479452,0.0136986301369863,0.18949771689497716,0.9315068493150686,0.8950512763170505,0.9818731117824774,0.7757009345794392,0.9312320916905444,0.9558823529411764,0.8787870231809582,8,rgintra
0,0.5501672240802675,0.023411371237458192,0.010033444816053512,0.41638795986622074,0.9665551839464883,0.9342864364127867,0.982089552238806,0.9467680608365019,0.9591836734693878,0.9705014749262538,0.964428806537654,9,rgintra
0,0.7088948787061995,0.07277628032345014,0.008086253369272238,0.21024258760107817,0.9191374663072777,0.8704804906147812,0.9887218045112781,0.7428571428571429,0.9068965517241379,0.9460431654676258,0.8657894736842104,10,rgintra
0,0.48881789137380194,0.07667731629392971,0.051118210862619806,0.38338658146964855,0.8722044728434505,0.7472188011064225,0.9053254437869822,0.8333333333333334,0.864406779661017,0.884393063583815,0.8693293885601578,1,lgintra
0,0.6889460154241646,0.038560411311053984,0.02056555269922879,0.2519280205655527,0.9408740359897172,0.9007107939696262,0.9710144927536232,0.8672566371681416,0.9469964664310954,0.9588550983899821,0.9191355649608823,2,lgintra
0,0.5602240896358543,0.10084033613445378,0.03081232492997199,0.3081232492997199,0.8683473389355743,0.7524290109111835,0.9478672985781991,0.7534246575342466,0.8474576271186441,0.894854586129754,0.8506459780562228,3,lgintra
0,0.6063218390804598,0.10632183908045977,0.031609195402298854,0.2557471264367816,0.8620689655172413,0.7543312645233402,0.9504504504504504,0.7063492063492063,0.8508064516129032,0.8978723404255319,0.8283998283998284,4,lgintra
0,0.5753846153846154,0.10153846153846154,0.024615384615384615,0.29846153846153844,0.8738461538461538,0.7656627830292372,0.958974358974359,0.7461538461538462,0.85,0.9012048192771085,0.8525641025641026,5,lgintra
0,0.6056338028169014,0.08685446009389672,0.046948356807511735,0.2605633802816901,0.8661971830985915,0.760868601816973,0.9280575539568345,0.7499999999999999,0.8745762711864407,0.900523560209424,0.8390287769784173,6,lgintra
0,0.5740740740740741,0.08994708994708994,0.026455026455026454,0.30952380952380953,0.8835978835978836,0.7824232751628685,0.9559471365638768,0.7748344370860927,0.8645418326693228,0.9079497907949792,0.8653907868249847,7,lgintra
0,0.6590909090909091,0.09772727272727273,0.05227272727272727,0.19090909090909092,0.85,0.753935840295548,0.9265175718849841,0.6614173228346457,0.8708708708708708,0.8978328173374612,0.7939674473598148,8,lgintra
0,0.4096989966555184,0.038461538461538464,0.023411371237458192,0.5284280936454849,0.9381270903010033,0.8779743275103751,0.9459459459459459,0.9321533923303835,0.9141791044776119,0.9297912713472485,0.9390496691381647,9,lgintra
0,0.5543175487465181,0.09749303621169916,0.0584958217270195,0.28969359331476324,0.8440111420612812,0.7084390816933271,0.9045454545454545,0.7482014388489208,0.8504273504273504,0.8766519823788547,0.8263734466971877,10,lgintra
0,0.6376811594202898,0.06763285024154589,0.014492753623188406,0.28019323671497587,0.9178743961352657,0.8543610967408174,0.9777777777777779,0.8055555555555557,0.904109589041096,0.9395017793594307,0.8916666666666668,1,agintra
0,0.8189102564102564,0.03685897435897436,0.011217948717948718,0.1330128205128205,0.9519230769230769,0.9346094732429788,0.9864864864864865,0.7830188679245282,0.9569288389513109,0.9714828897338403,0.8847526772055074,2,agintra
0,0.6510903426791277,0.04361370716510903,0.021806853582554516,0.2834890965732087,0.9345794392523363,0.8847347497114519,0.9675925925925926,0.8666666666666667,0.9372197309417041,0.9521640091116174,0.9171296296296296,3,agintra
0,0.35911602209944754,0.0718232044198895,0.016574585635359115,0.5524861878453039,0.9116022099447514,0.8295768845995409,0.9558823529411764,0.8849557522123893,0.8333333333333334,0.8904109589041096,0.9204190525767828,4,agintra
0,0.6020408163265306,0.06377551020408163,0.017857142857142856,0.3163265306122449,0.9183673469387755,0.8490566037735849,0.97119341563786,0.8322147651006712,0.9042145593869731,0.9365079365079364,0.9017040903692656,5,agintra
